Name,Address
등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층
목동행복한,서울특별시 양천구 목동동로 309 (목동)
신정DT,서울특별시 양천구 신월로 341 (신정동)
목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부
목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호"
목동8단지,서울특별시 양천구 목동서로 299 (신정동)
오목교역,서울특별시 양천구 오목로 354 (목동)
신월IC DT,서울특별시 양천구 남부순환로 430 (신월동)
목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자
목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)"
목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운
현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층"
목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)"
목동트라팰리스,서울특별시 양천구 오목로 299 (목동)
목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호"
신월동DT,서울특별시 양천구 남부순환로 319 (신월동)
타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)
샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)
영등포역,서울특별시 영등포구 경인로 870 (영등포동1가)
당산대로,서울특별시 영등포구 양평로 22 (당산동6가)
여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동) 지하1층 178호
여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동)
여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동)
국회대로,서울특별시 영등포구 국회대로 786 (여의도동)
영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)
여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동)
국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동)
선유도역,서울특별시 영등포구 양평로 115 (양평동4가)
여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층
선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩
동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비
여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워
영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층"
문래역,서울특별시 영등포구 당산로 34 (문래동3가)
당산,서울특별시 영등포구 양평로 64 (당산동6가)
여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권
여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부
신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)"
하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티
여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동)
롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호"
문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)"
신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)"
여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)"
타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)"
영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)
타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)
여의도의사당,서울특별시 영등포구 국회대로74길 12 (여의도동)
여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동)
여의도신한투자증권타워,서울특별시 영등포구 여의대로 70 (여의도동)
선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128
영등포시장역,서울특별시 영등포구 영중로 79 (영등포동7가)
영등포구청역,서울특별시 영등포구 국회대로 558
서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)"
영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)
더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동)
당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)
불광역,서울특별시 은평구 통일로 715 (대조동)
구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호
연신내역사거리,서울특별시 은평구 통일로 842 (불광동)
연신내,서울특별시 은평구 통일로 867 (갈현동)
구파발역,서울특별시 은평구 진관2로 12
은평구청입구,서울특별시 은평구 은평로 170 (응암동)
은평이마트,서울특별시 은평구 은평로 111 (응암동)
구산역,서울특별시 은평구 연서로 146 (대조동)
수색,서울특별시 은평구 수색로 216 (수색동)
녹번역,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호"
진관DT,서울특별시 은평구 연서로 645 (진관동)
연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동)
혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층
경희궁로,서울특별시 종로구 새문안로3길 15 (당주동)
강북삼성병원,서울특별시 종로구 새문안로 29 (평동)
종로평창동,서울특별시 종로구 평창12길 3 (평창동)
광화문우체국,서울특별시 종로구 종로 6 (서린동)
더종로R,서울특별시 종로구 종로 51 (종로2가)
독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호
정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동)
동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부"
종로구청,서울특별시 종로구 삼봉로 71 (수송동)
북촌로,서울특별시 종로구 북촌로4길 23 (계동)
종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층
새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩
안국,서울특별시 종로구 북촌로 5-1 (재동)
삼청동,서울특별시 종로구 삼청로 111-1 (삼청동)
광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워
적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)"
인사,서울특별시 종로구 인사동길 14 (인사동)
광화문,서울특별시 종로구 세종대로 167 (세종로)
성대입구,서울특별시 종로구 창경궁로 235 (명륜3가)
스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본
주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티
종각,서울특별시 종로구 종로 64 (종로2가)
동숭로아트,서울특별시 종로구 동숭길 110 (동숭동)
종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)"
경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)"
이마빌딩,서울특별시 종로구 종로1길 42 (수송동)
마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)"
종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)"
대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)"
경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)"
종로관수,서울특별시 종로구 삼일대로20길 13 (관수동)
광화문교보문고,서울특별시 종로구 종로 1 (종로1가)
정동,서울특별시 종로구 새문안로 42 (신문로2가)
종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)
강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동)
동숭길입구,서울특별시 종로구 대학로 146 (혜화동)
서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층
서대문역,서울특별시 종로구 통일로 134 (평동)
숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가)
을지로4가역,서울특별시 중구 을지로 170 (을지로4가)
동대문두타,서울특별시 중구 장충단로 275 (을지로6가)
대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층
국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)
동국대,서울특별시 중구 서애로 1길 11
신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)
을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가)
대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가)
동대문공원,서울특별시 중구 장충단로 229 (광희동1가)
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)
동대입구역,서울특별시 중구 장충단로 166 (장충동1가)
신당역사거리,서울특별시 중구 다산로 258 (흥인동)
연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)
회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩
을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)
신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국
한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)
명동중앙로,서울특별시 중구 명동길 60 (명동 2가)
약수역,서울특별시 중구 다산로 129 (신당동)
중구저동,서울특별시 중구 수표로 34 (저동2가)
명동길,서울특별시 중구 명동10길 41
서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩
신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)"
명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔
숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)"
순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)"
대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층"
환구단,서울특별시 중구 소공로 112 (소공동)
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층
문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보
태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)"
퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)"
남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)"
황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아
을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)"
서소문배재,서울특별시 중구 서소문로 99 (서소문동)
을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)"
KG타워,서울특별시 중구 통일로 92 (순화동) KG타워
시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)"
충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)"
명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)"
명동입구,서울특별시 중구 남대문로 68-1 (명동2가)
무교로,서울특별시 중구 무교로 15 (무교동)
청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동)
숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)
세종대로,서울특별시 중구 세종대로 135-5 (태평로1가)
동대문디자인플라자,서울특별시 중구 을지로 281 (을지로7가) 디자인장터
레스케이프호텔R,서울특별시 중구 퇴계로 67 (회현동1가)
별다방,서울특별시 중구 퇴계로 100 (회현동2가)
포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)
명동남산,서울특별시 중구 퇴계로 132 (남산동3가)
명일역,서울특별시 강동구 양재대로 1647 (명일동)
강동구청DT,서울특별시 강동구 성내로 32 (성내동)
강동암사DT,서울특별시 강동구 고덕로 43 (암사동)
굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)"
강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)"
둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩
천호로데오,서울특별시 강동구 천호대로 1037 (천호동)
천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관
길동역,서울특별시 강동구 양재대로 1487 (길동)
상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)"
천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)"
명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장
상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)"
천호사거리,서울특별시 강동구 올림픽로 651 (천호동)
강일역,"서울특별시 강동구 고덕로 429 (강일동), 1층"
올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동)
천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스
신도림,서울특별시 구로구 경인로 610 (신도림동)
구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동)
오류동역,서울특별시 구로구 경인로 216 (오류동)
구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)"
구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)"
구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)"
현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동)
구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)"
현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)
구로고척,서울특별시 구로구 경인로 387 (고척동)
구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC
구로오류DT,서울특별시 구로구 서해안로 2233 (오류동)
구로구청,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호"
고척아이파크,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호"
답십리역,서울특별시 동대문구 천호대로 263 (답십리동)
경희대삼거리,서울특별시 동대문구 회기로 141 (회기동)
외대정문,서울특별시 동대문구 이문로 93 (이문동)
신설동역,서울특별시 동대문구 왕산로 19 (신설동)
회기역사거리,서울특별시 동대문구 이문로 37 (회기동)
외대,서울특별시 동대문구 휘경로 12-1 (이문동)
장한평역,서울특별시 동대문구 장한로 10 (장안동)
경희대,서울특별시 동대문구 경희대로 16-1 (회기동)
경동1960,서울특별시 동대문구 고산자로36길 3 (제기동)
청량리역사,서울특별시 동대문구 왕산로 214 (전농동)
서울숲역,서울특별시 성동구 왕십리로 50 (성수동1가) 1층
금호역,서울특별시 성동구 동호로 99 (금호동4가)
뚝섬역,서울특별시 성동구 아차산로 42 (성수동1가)
황학사거리,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)"
성수역,서울특별시 성동구 성수이로 94 (성수동2가)
상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동)
왕십리역,서울특별시 성동구 왕십리로 326 (도선동)
한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층"
엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동)
성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점
신금호역,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체
왕십리역9번출구,서울특별시 성동구 고산자로 234 (행당동)
성수,서울특별시 성동구 아차산로 104 (성수동2가)
옥수,서울특별시 성동구 독서당로 202 (옥수동)
성수낙낙,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호
효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)"
서울역서부,서울특별시 용산구 만리재로 202 (서계동)
이태원역,서울특별시 용산구 이태원로 188 (이태원동)
한강진역R,서울특별시 용산구 이태원로 252 (한남동)
용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)"
이촌,서울특별시 용산구 이촌로 276 (이촌동)
신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)"
용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)"
남영동,서울특별시 용산구 한강대로 275 (갈월동)
한남동R,서울특별시 용산구 독서당로 94 (한남동)
서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층
서울역동자동,서울특별시 용산구 한강대로 372 (동자동)
순천향입구,서울특별시 용산구 대사관로 67 (한남동)
숙대,서울특별시 용산구 청파로47길 57 (청파동3가)
동빙고,서울특별시 용산구 장문로 12 (동빙고동)
숙대입구역,서울특별시 용산구 한강대로 291 (갈월동)
용산아이파크몰,서울특별시 용산구 한강대로23길 55
동부이촌동,서울특별시 용산구 이촌로 198 (이촌동)
숙명여대정문,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층)
용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가)
경리단길,서울특별시 용산구 회나무로 3 (이태원동)
서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호
용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)"
포포인츠서울역,서울특별시 용산구 한강대로 366 (동자동)
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가)
상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)"
중랑역,서울특별시 중랑구 망우로30길 3 (상봉동)
중랑구청,서울특별시 중랑구 신내로 72
사가정역,서울특별시 중랑구 면목로 310
상봉역,서울특별시 중랑구 망우로 307 (상봉동)
묵동,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층"
양원역,서울특별시 중랑구 양원역로10길 3 (망우동)
중화역,서울특별시 중랑구 봉화산로 35
남이섬,경기도 가평군 가평읍 북한강변로 1054 북한강변로 1054
소노캄고양,경기도 고양시 일산동구 태극로 18 (장항동)
일산애니골DT,경기도 고양시 일산동구 무궁화로 294 (풍동)
동국대일산병원,경기도 고양시 일산동구 동국로 27 (식사동)
일산풍동DT,경기도 고양시 일산동구 백마로 475 (풍동)
백석중앙로,경기도 고양시 일산동구 강송로 33 (백석동)
일산식사,경기도 고양시 일산동구 위시티2로11번길 31 (식사동)
풍산이마트,경기도 고양시 일산동구 무궁화로 237 (중산동)
백석역DT,"경기도 고양시 일산동구 중앙로 1054, 1층 (백석동)"
백석,경기도 고양시 일산동구 중앙로 1059 (백석동)
라페스타광장,경기도 고양시 일산동구 중앙로1275번길 38-9 (장항동)
일산백마,경기도 고양시 일산동구 일산로 237 (마두동)
웨스턴돔B,경기도 고양시 일산동구 정발산로 24 (장항동)
마두역,경기도 고양시 일산동구 중앙로 1191 (장항동)
일산동구청,경기도 고양시 일산동구 정발산로 38 (장항동)
고양대로DT,경기도 고양시 일산동구 고양대로 910 (풍동)
일산하늘마을,경기도 고양시 일산동구 중산로 61 (중산동)
과천DT,경기도 과천시 중앙로 277 (중앙동)
과천이마트,경기도 과천시 별양상가3로 11 이마트 1층(별양동)
과천,"경기도 과천시 중앙로 129, 고려빌딩 1층 (중앙동)"
광명하안대로,경기도 광명시 범안로 1036 (하안동)
철산역,경기도 광명시 철산로 15 (철산동)
광명역,"경기도 광명시 양지로 16 (일직동, 광명역써밋플레이스)"
광명소하DT,경기도 광명시 오리로 363 (소하동)
광명소하,경기도 광명시 금하로 464 (소하동)
광명사거리역,경기도 광명시 광명로 907 (광명동)
철산로데오,경기도 광명시 디지털로 17 (철산1동) 가림빌딩
광명하안,경기도 광명시 범안로 1060 (하안동)
광명철산,경기도 광명시 오리로 865 (철산동)
광명AK,"경기도 광명시 양지로 17 (일직동), 1층 일부"
광명롯데몰,경기도 광명시 일직로 17 (일직동) 롯데아울렛 1층
경기광주쌍령DT,경기도 광주시 경충대로 1445 (쌍령동)
경기광주송정DT,경기도 광주시 경안천로 118 (송정동)
경기광주,경기도 광주시 광주대로 35 (경안동)
경기광주초월역DT,경기도 광주시 초월읍 경충대로 1084
곤지암IC DT,경기도 광주시 곤지암읍 경충대로 765 경충대로 765
구리갈매역,"경기도 구리시 경춘북로 252 (갈매동, 갈매역아이파크)"
구리돌다리,"경기도 구리시 검배로 5, 우진빌딩 (수택동)"
구리장자호수,경기도 구리시 장자대로 84 (수택동)
구리인창DT,경기도 구리시 건원대로 53 (인창동)
구리수택,"경기도 구리시 체육관로 44 (수택동)1-2층 , 옥외공간"
구리토평DT,경기도 구리시 벌말로 88 (토평동)
산본사거리,경기도 군포시 고산로701
산본,경기도 군포시 산본로343번길 9 (산본동) 1층
산본역,"경기도 군포시 번영로 497, 금화프라자 1층 (산본동)"
산본동,"경기도 군포시 산본로 398, 태주빌딩 2층"
금정AK,"경기도 군포시 엘에스로 143 (금정동, 힐스테이트 금정역), AK플라자 4층 일부"
산본역서부사거리,경기도 군포시 번영로 485 (산본동) 롯데피트인 산본 1층 일부
다산지금,경기도 남양주시 다산지금로 139 (다산동)
남양주연평DT,경기도 남양주시 진접읍 해밀예당1로 27
다산진건,경기도 남양주시 다산중앙로123번길 22-26 (다산동) 123호~128호
도농역,경기도 남양주시 미금로 239 (다산동)
남양주진접DT,경기도 남양주시 진접읍 금강로 1477
리버사이드팔당DT,경기도 남양주시 와부읍 경강로 772
별내불암로,경기도 남양주시 별내5로5번길 15 (별내동)
평내DT,경기도 남양주시 경춘로 1269
별내,경기도 남양주시 별내중앙로 64 1-2층
평내호평역,"경기도 남양주시 늘을1로16번길 25, 성보빌딩 (호평동)"
더북한강R,경기도 남양주시 화도읍 북한강로 1098
남양주화도DT,경기도 남양주시 화도읍 수레로 1137 1~2층
다산DT,경기도 남양주시 다산중앙로 19번길5 (다산동)
남양주묵현DT,경기도 남양주시 화도읍 비룡로 122
별내별가람역,경기도 남양주시 덕송2로 62 (별내동)
남양주삼패,경기도 남양주시 경강로 384 (삼패동)1-2층 옥탑
판교유스페이스,경기도 성남시 분당구 대왕판교로 660 (삼평동)
판교알파돔타워,경기도 성남시 분당구 판교역로 152 (백현동)
판교아비뉴프랑R,"경기도 성남시 분당구 동판교로177번길 25 (삼평동, 판교 호반 써밋 플레이스)"
야탑터미널,경기도 성남시 분당구 성남대로925번길 16 (야탑동)
분당이매,경기도 성남시 분당구 이매로 15 (이매동)
분당율동공원,경기도 성남시 분당구 새마을로175번길 4 (율동)
정자동,경기도 성남시 분당구 정자로 82 (정자동)
판교알파돔시티,"경기도 성남시 분당구 판교역로 145 타워2동 1층, 138~142호 (백현동530, 알파리움)"
서판교,경기도 성남시 분당구 운중로 132 (운중동)
판교브릿지타워,경기도 성남시 분당구 판교로 227번길 6 (삼평동)
판교봇들마을,경기도 성남시 분당구 판교로 372 (삼평동)
판교역로,경기도 성남시 분당구 판교역로 192번길 14 (삼평동)
서현,경기도 성남시 분당구 황새울로360번길 19 (서현동) 금화빌딩
미금역사거리,경기도 성남시 분당구 성남대로 151 (구미동)
수내로,경기도 성남시 분당구 수내로46번길 12 (수내동) 코아빌딩
정자역,경기도 성남시 분당구 성남대로343번길 12-2 (정자동)
분당구청,경기도 성남시 분당구 분당로 43 (서현동)
뉴코아야탑,"경기도 성남시 분당구 야탑로81번길 11, 뉴코아 야탑점 아울렛 1층 (야탑동)"
미금역,경기도 성남시 분당구 돌마로 43 (금곡동) 메디파크빌딩
수내,"경기도 성남시 분당구 황새울로 234, 분당트라팰리스 (수내동)"
정자상떼뷰,"경기도 성남시 분당구 정자일로213번길 18 (정자동, 성원상떼뷰리젠시)"
서현미래에셋,"경기도 성남시 분당구 황새울로359번길 11, 미래에셋빌딩 1층 (서현동)"
야탑글라스,경기도 성남시 분당구 성남대로916번길 11 (야탑동)
정자,"경기도 성남시 분당구 정자일로 166, SPG센터 (정자동)"
분당서울대병원4,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 4층 (구미동)"
분당서울대병원1,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 1층 (구미동)"
